qld_time,timestamp,symbol,side,price,size_usd,remaining_usd
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2599272.83,2599272.83
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2596542.03,2596542.03
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2504848.61,2504848.61
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2500305.63,2500305.63
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2441094,2441094
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2378703.6,2378703.6
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2309405.47,2309405.47
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2154072.56,2154072.56
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2140271.79,2140271.79
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2135768.04,2135768.04
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2108443.62,2108443.62
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2043472.1,2043472.1
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2023366.71,2023366.71
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2022654.64,2022654.64
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2001241.97,2001241.97
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1992191.52,1992191.52
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1974286,1974286
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1943462.4,1943462.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1912265.25,1912265.25
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1886995.5,1886995.5
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1814365.01,1814365.01
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1771553.95,1771553.95
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1769847.51,1769847.51
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1762924.04,1762924.04
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1760742.14,1760742.14
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1760100,1760100
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1673901.98,1673901.98
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1653942.05,1653942.05
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1607045.72,1607045.72
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1598967.45,1598967.45
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,1589111.94,1589111.94
