time,taker_buy_vol,taker_sell_vol,cum_vol_delta
1779746400000,7409981.5951,9352402.4354,-1187237109.5628
1779750000000,3393610.2008,2466668.303,-1186310167.665
1779753600000,9839878.3863,18113545.5155,-1194583834.7942
1779757200000,6403251.3806,10398561.3576,-1198579144.7712
1779760800000,6010493.4642,11710030.5977,-1204278681.9047
1779764400000,4134482.8011,6033860.4569,-1206178059.5605
1779768000000,3093944.1712,4544986.2437,-1207629101.633
1779771600000,4568989.8642,7871156.035,-1210931267.8038
1779775200000,3729961.4513,5533451.9078,-1212734758.2603
1779778800000,9104614.9204,9651156.8708,-1213281300.2107
1779782400000,5924225.4509,3598415.9591,-1210955490.7189
1779786000000,5152376.1456,6245393.0128,-1212048507.5861
1779789600000,24383859.1188,23992194.9211,-1211656843.3884
1779793200000,11646327.6827,13493538.2579,-1213504053.9636
1779796800000,14284922.6319,15772641.5901,-1214991772.9218
1779800400000,13342338.6938,16522639.7816,-1218172074.0096
1779804000000,31538423.5977,38986001.0235,-1225619651.4354
1779807600000,29119244.8034,38343677.7762,-1234844084.4082
1779811200000,19196621.83,27215224.2088,-1242862686.787
1779814800000,20952745.3384,27357410.9639,-1249267352.4125
1779818400000,11468783.8616,15049072.3103,-1252847640.8612
1779822000000,7283550.1387,8158956.8187,-1253723047.5412
1779825600000,5569643.8424,4608991.232,-1252762394.9308
1779829200000,5229425.585,6329954.0388,-1253862923.3846
1779832800000,4970974.6721,6441695.8431,-1255333644.5556
1779836400000,5959950.5998,3896779.3512,-1253270473.307
1779840000000,7169051.9725,5899807.1556,-1252001228.4901
1779843600000,4972739.0909,5674281.0532,-1252702770.4524
1779847200000,4928769.6205,5195546.9948,-1252969547.8267
1779850800000,5421502.553,6376691.8789,-1253924737.1526
1779854400000,7673281.5614,12131317.5588,-1258382773.15
1779858000000,7447183.1407,6577639.26,-1257513229.2693
1779861600000,5101835.3646,5724078.9756,-1258135472.8803
1779865200000,7308519.7647,4420316.3575,-1255247269.4731
1779868800000,11915155.4337,10694439.4362,-1254026553.4756
1779872400000,6356337.3349,7650087.6243,-1255320303.765
1779876000000,4757400.1327,7192846.2588,-1257755749.8911
1779879600000,5076259.4888,6302309.7455,-1258981800.1478
1779883200000,15603335.3871,18691113.4902,-1262069578.2509
1779886800000,24244771.8034,38563365.3276,-1276388171.7751
1779890400000,13895612.7773,16560031.1952,-1279052590.193
1779894000000,18000668.9084,17949060.7861,-1279000982.0707
1779897600000,8520803.3084,11598637.4791,-1282078816.2414
1779901200000,16627727.4157,21306415.0423,-1286757503.868
1779904800000,9677115.943,10187720.8151,-1287268108.7401
1779908400000,8969414.8662,6514723.9486,-1284813417.8225
1779912000000,7783354.6323,6336165.8637,-1283366229.0539
1779915600000,20313451.9539,35080710.297,-1298133487.397
1779919200000,17500073.8828,19857844.1615,-1300491257.6757
1779922800000,11437694.3079,15017492.9812,-1304071056.349
1779926400000,6074744.8581,8626195.8033,-1306622507.2942
1779930000000,11352164.5884,12187859.0609,-1307458201.7667
1779933600000,5346516.7198,7481630.9866,-1309593316.0335
1779937200000,53551292.0454,76412836.2806,-1332454860.2687
1779940800000,24761450.2148,32791000.9078,-1340484410.9617
1779944400000,12210743.008,17728646.5555,-1346002314.5092
1779948000000,15379835.0309,10991142.3738,-1341613621.8521
1779951600000,24935659.7632,9354279.8546,-1326032241.9435
1779955200000,11649588.4749,9850115.0808,-1324232768.5494
1779958800000,7580608.2431,6722126.0499,-1323374286.3562
1779962400000,9690946.1478,7020938.0237,-1320704278.2321
1779966000000,5456121.8274,7645202.237,-1322893358.6417
1779969600000,8298281.9027,8147863.582,-1322742940.321
1779973200000,18032016.5385,21096865.8056,-1325807789.5881
1779976800000,34823640.4978,35432662.8438,-1326416811.9341
1779980400000,13141437.1349,12012842.4246,-1325288217.2238
1779984000000,25175416.0371,18370757.8739,-1318483559.0606
1779987600000,14604306.3006,16001042.0051,-1319880294.7651
1779991200000,12855352.2117,11796975.7351,-1318821918.2885
1779994800000,6389444.5966,10184941.4579,-1322617415.1498
1779998400000,8613095.9645,9078580.2359,-1323082899.4212
1780002000000,10736931.8174,11106539.584,-1323452507.1878
1780005600000,5964854.4101,8004902.6042,-1325492555.3819
1780009200000,4771361.2158,6663591.1304,-1327384785.2965
1780012800000,6558692.4668,6093286.3046,-1326919379.1343
1780016400000,5322296.2036,4700084.5295,-1326297167.4602
1780020000000,8825581.846,9542697.105,-1327014282.7192
1780023600000,4235449.7189,3537754.47,-1326316587.4703
1780027200000,6200249.0332,5128819.5644,-1325245158.0015
1780030800000,7207816.9972,6433093.4323,-1324470434.4366
1780034400000,6993740.3615,6812049.5021,-1324288743.5772
1780038000000,17611338.4845,12773144.9324,-1319450550.0251
1780041600000,11277697.7374,13226760.5737,-1321399612.8614
1780045200000,8064322.3912,4461588.1379,-1317796878.6081
1780048800000,2937813.3832,5994865.4275,-1320853930.6524
1780052400000,5395113.7096,6390956.4949,-1321849773.4377
1780056000000,8310220.0868,10184633.2292,-1323724186.5801
1780059600000,13694366.0316,14476890.4043,-1324506710.9528
1780063200000,22096700.3214,28475153.9753,-1330885164.6067
1780066800000,56694003.9249,49426518.806,-1323617679.4878
1780070400000,26327942.4894,17721243.3457,-1315010980.3441
1780074000000,17944894.3131,15407108.6014,-1312473194.6324
1780077600000,17127258.1361,24184748.2421,-1319530684.7384
1780081200000,9462713.5562,8507915.7508,-1318575886.933
1780084800000,5210570.8935,4234316.4759,-1317599632.5154
1780088400000,5799201.8102,7893798.7773,-1319694229.4825
1780092000000,7812983.3394,6507937.3986,-1318389183.5417
1780095600000,5354219.2254,12109334.0813,-1325144298.3976
1780099200000,3127424.5362,3174688.6074,-1325191562.4688
1780102800000,4933199.9068,4601174.2077,-1324859536.7697
1780106400000,2404707.3342,2157250.5582,-1324612079.9937
1780110000000,3803998.6464,5352265.1876,-1326160346.5349
1780113600000,6453396.9968,10323791.4527,-1330030740.9908
1780117200000,7068431.4058,4428215.7,-1327390525.285
1780120800000,8180602.9925,4110136.5725,-1323320058.865
1780124400000,2788171.3891,2447681.581,-1322979569.0569
1780128000000,1109171.142,1746988.5474,-1323617386.4623
1780131600000,1953433.6051,1280575.0905,-1322944527.9477
1780135200000,5306728.7947,3533899.9759,-1321171699.1289
1780138800000,1491967.4518,2400947.7753,-1322080679.4524
1780142400000,3035401.7105,1484463.9783,-1320529741.7202
1780146000000,3265222.1724,3131133.2057,-1320395652.7535
1780149600000,13773443.0273,6580220.9469,-1313202430.6731
1780153200000,6762265.8153,8035153.969,-1314475318.8268
1780156800000,3856869.2758,3035746.7148,-1313654196.2658
1780160400000,6129842.1564,5612742.4424,-1313137096.5518
1780164000000,4696801.1915,3000563.4889,-1311440858.8492
1780167600000,3116992.3706,2296064.9922,-1310619931.4708
1780171200000,2635607.1681,6015250.7326,-1313999575.0353
1780174800000,2986524.6057,2561399.7906,-1313574450.2202
1780178400000,3226817.637,4134355.9311,-1314481988.5143
1780182000000,2115698.3301,2329693.8439,-1314695984.0281
1780185600000,2379482.9773,2779233.259,-1315095734.3098
1780189200000,5673781.2149,3255383.8624,-1312677336.9573
1780192800000,9354786.0593,6475416.445,-1309797967.343
1780196400000,3973362.4225,2073273.7289,-1307897878.6494
1780200000000,1939839.4988,2055786.4758,-1308013825.6264
1780203600000,3438168.9678,2260454.8611,-1306836111.5197
1780207200000,2578561.8317,2661669.0521,-1306919218.7401
1780210800000,3449162.6871,4266106.1472,-1307736162.2002
1780214400000,8649678.5593,3762218.0286,-1302848701.6695
1780218000000,5822657.7296,4945904.7059,-1301971948.6458
1780221600000,7286330.6168,6199709.3668,-1300885327.3958
1780225200000,3936368.5278,1878947.4078,-1298827906.2758
1780228800000,4013365.1205,3084475.2955,-1297899016.4508
1780232400000,4741617.4937,3548436.7833,-1296705835.7404
1780236000000,11274606.2015,17906080.537,-1303337310.0759
1780239600000,6953368.4058,7165513.4142,-1303549455.0843
1780243200000,8469768.4162,19716166.1818,-1314795852.8499
1780246800000,6979227.542,14067284.8422,-1321883910.1501
1780250400000,3050080.7021,12208326.7659,-1331042156.2139
1780254000000,4308040.2721,12564837.5619,-1339298953.5037
1780257600000,5202917.4497,10029613.173,-1344125649.227
1780261200000,8053762.4624,14564699.2859,-1350636586.0505
1780264800000,7123983.2594,14261323.0665,-1357773925.8576
1780268400000,12206227.9014,17131780.7638,-1362699478.72
1780272000000,23832780.1888,39869077.7193,-1378735776.2505
1780275600000,10898060.4571,18473822.1587,-1386311537.9521
1780279200000,13022901.8157,17009724.2608,-1390298360.3972
1780282800000,7528014.5908,16364112.1261,-1399134457.9325
1780286400000,9804759.2369,11068433.3107,-1400398132.0063
1780290000000,9725684.1177,7506784.4455,-1398179232.3341
1780293600000,11333212.3895,11951329.7201,-1398797349.6647
1780297200000,11468053.7927,13898469.9815,-1401227765.8535
1780300800000,26366859.9347,21196056.5023,-1396056962.4211
1780304400000,9508063.7206,8947504.8687,-1395496403.5692
1780308000000,9523662.2165,7483989.2036,-1393456730.5563
1780311600000,5816286.0089,8485523.6598,-1396125968.2072
1780315200000,17710750.1398,15660007.3492,-1394075225.4166
1780318800000,34117747.9518,35681372.3832,-1395638849.848
1780322400000,22253283.5063,20698403.0088,-1394083969.3505
1780326000000,18242453.2804,15075139.2521,-1390916655.3222
1780329600000,22644146.5682,16427301.2955,-1384699810.0495
1780333200000,28642276.4066,15064237.1468,-1371121770.7897
1780336800000,15688379.3175,8555615.139,-1363989006.6112
1780340400000,19517676.2585,12295473.8219,-1356766804.1746
1780344000000,8450931.0179,7014824.928,-1355330698.0847
1780347600000,14127889.0834,18379276.547,-1359582085.5483
1780351200000,14701985.5475,10100769.2668,-1354980869.2676
1780354800000,12736579.6257,9904796.2355,-1352149085.8774
1780358400000,6012587.3415,7480634.8196,-1353617133.3555
1780362000000,10204532.7679,9869124.6502,-1353281725.2378
1780365600000,19925784.0474,18265478.8446,-1351621420.035
1780369200000,11914883.081,9254281.2413,-1348960818.1953
1780372800000,8040915.8919,10025877.4467,-1350945779.7501
1780376400000,10772168.6824,15941434.5574,-1356115045.6251
1780380000000,12762466.1987,11841002.7671,-1355193582.1935
1780383600000,13270764.4498,11895288.8125,-1353818106.5562
1780387200000,10186031.9313,7623668.372,-1351255742.9969
1780390800000,14411137.8438,17698377.875,-1354542983.0281
1780394400000,11166084.7723,20719277.6684,-1364096175.9242
1780398000000,6594038.567,5734376.7942,-1363236514.1514
1780401600000,7946746.9253,21054655.5115,-1376344422.7376
1780405200000,13316343.8342,13927452.3212,-1376955531.2246
1780408800000,51071039.3519,59208408.1715,-1385092900.0442
1780412400000,74867539.3299,78508805.3743,-1388734166.0886
1780416000000,36525915.4984,26045458.1211,-1378253708.7113
1780419600000,13428952.3097,10237466.7814,-1375062223.183
1780423200000,12685063.3973,13931932.7543,-1376309092.54
1780426800000,30886859.1717,40111251.244,-1385533484.6123
1780430400000,16653335.4493,18623928.233,-1387504077.396
1780434000000,10603331.3342,12159811.7681,-1389060557.8299
1780437600000,46427428.579,53885835.2915,-1396518964.5424
1780441200000,56651375.545,73453751.8868,-1413321340.8842
1780444800000,24417505.6888,25627164.4049,-1414530999.6003
1780448400000,14795726.9369,17260796.4033,-1416996069.0667
1780452000000,26811982.6407,20898791.1533,-1411082877.5793
1780455600000,43238413.5184,54178242.74,-1422022706.8009
1780459200000,27036853.5532,18526535.3118,-1413512388.5595
1780462800000,32580896.5662,26444431.9395,-1407375923.9328
1780466400000,21744829.6036,16097133.5913,-1401728227.9205
1780470000000,16479692.2868,9658434.228,-1394906969.8617
1780473600000,10687483.701,11087906.4529,-1395307392.6136
1780477200000,17990891.2095,16371416.6681,-1393687918.0722
1780480800000,13142509.6369,11614276.2725,-1392159684.7078
1780484400000,8339206.0661,10900726.2968,-1394721204.9385
1780488000000,14274501.0532,12668730.0876,-1393115433.9729
1780491600000,16655257.1093,18459648.3446,-1394919825.2082
1780495200000,13207770.3737,15758631.4709,-1397470686.3054
1780498800000,30029211.4015,24902744.4104,-1392344219.3143
1780502400000,33339421.0228,37687545.9487,-1396692344.2402
1780506000000,13726619.4413,14332575.5687,-1397298300.3676
1780509600000,9852203.324,8821203.0859,-1396267300.1295
1780513200000,26619662.2137,45749951.3168,-1415397589.2326
1780516800000,36593676.9057,49704252.351,-1428508164.6779
1780520400000,43343744.7279,31037113.0715,-1416201533.0215
1780524000000,23827469.5733,24064127.3088,-1416438190.757
1780527600000,18789227.6893,18234465.4653,-1415883428.533
1780531200000,32729968.2244,33249983.7841,-1416403444.0927
1780534800000,34766198.8828,45747655.5772,-1427384900.7871
1780538400000,65231324.6251,82063570.4673,-1444217146.6293
1780542000000,36426543.6017,24246263.6238,-1432036866.6514
1780545600000,15965964.7264,14718910.373,-1430789812.298
1780549200000,22716983.1165,26657504.9386,-1434730334.1201
1780552800000,17081266.4282,16507927.4704,-1434156995.1623
1780556400000,17692357.4894,17416621.6053,-1433881259.2782
1780560000000,17998394.5185,20848106.2827,-1436730971.0424
1780563600000,33878894.7138,37968833.7695,-1440820910.0981
1780567200000,32001462.9463,44806861.7591,-1453626308.9109
1780570800000,24494843.8622,35772584.8307,-1464904049.8794
1780574400000,36887034.144,27777358.9636,-1455794374.699
1780578000000,28438545.4139,29142454.4664,-1456498283.7515
1780581600000,20957283.9225,22955408.5212,-1458496408.3502
1780585200000,17036116.8082,14626112.9347,-1456086404.4767
1780588800000,12011751.4087,11895265.6246,-1455969918.6926
1780592400000,16463808.9796,15805332.2002,-1455311441.9132
1780596000000,17633234.5735,11792724.5743,-1449470931.914
1780599600000,11699191.4917,9974960.598,-1447746701.0203
1780603200000,7410105.3918,8069970.6613,-1448406566.2898
1780606800000,11751149.9902,14344744.0341,-1451000160.3337
1780610400000,13402044.0466,16853254.8738,-1454451371.1609
1780614000000,10137688.6525,9607123.7284,-1453920806.2368
1780617600000,9581164.6186,10449524.658,-1454789166.2762
1780621200000,14175092.6274,17436775.9144,-1458050849.5632
1780624800000,30356383.1787,30806696.8199,-1458501163.2044
1780628400000,17433240.7708,23556382.3075,-1464624304.7411
1780632000000,21944407.712,29148864.2931,-1471828761.3222
1780635600000,60397725.6809,76452297.45,-1487883333.0913
1780639200000,103599270.5692,109139616.5475,-1493423679.0696
1780642800000,68307503.2512,57191611.4503,-1482307787.2687
1780646400000,29393103.4408,34460041.3314,-1487374725.1593
1780650000000,30794285.2399,23978981.4429,-1480559421.3623
1780653600000,15860939.0704,22265948.2353,-1486964430.5272
1780657200000,19471553.2395,23682533.2206,-1491175410.5083
1780660800000,30491584.116,36861259.2959,-1497545085.6882
1780664400000,48346730.7882,63763027.7569,-1512961382.6569
1780668000000,83767964.0118,106320360.5987,-1535513779.2438
1780671600000,54774533.1274,68329770.0637,-1549069016.1801
1780675200000,79078353.3022,80396855.0981,-1550387517.976
1780678800000,29215251.2402,26953040.5722,-1548125307.308
1780682400000,51758984.9481,50982755.5354,-1547349077.8953
1780686000000,52291638.1305,50257354.8657,-1545314794.6305
1780689600000,48956003.9439,41583864.7863,-1537942655.4729
1780693200000,34112913.5727,31010158.2153,-1534839900.1155
1780696800000,27283196.6116,25513690.7062,-1533070394.2101
1780700400000,27727630.9533,25454381.2197,-1530797144.4765
1780704000000,12601660.7354,15020757.2712,-1533216241.0123
1780707600000,9158345.1938,10969318.9383,-1535027214.7568
1780711200000,14229787.9365,16667812.5808,-1537465239.4011
1780714800000,13052887.7034,16689868.3217,-1541102220.0194
1780718400000,35626763.0229,46272060.7241,-1551747517.7206
1780722000000,43047897.3669,49842896.2533,-1558542516.607
1780725600000,26482933.9591,33583254.4019,-1565642837.0498
1780729200000,25146942.0025,22155434.1161,-1562651329.1634
1780732800000,15102364.9896,12550464.7487,-1560099428.9225
1780736400000,13512449.2171,15021141.1868,-1561608120.8922
1780740000000,28550898.2765,32303161.8245,-1565360384.4402
1780743600000,19456484.1119,14735881.4384,-1560639781.7667
1780747200000,22600800.8166,18025375.2106,-1556064356.1607
1780750800000,23127032.6777,27630812.023,-1560568135.506
1780754400000,17194070.0863,24954495.1063,-1568328560.526
1780758000000,17271047.8868,17648466.4018,-1568705979.041
1780761600000,14046168.6895,9743466.256,-1564403276.6075
1780765200000,14874230.896,17205645.1238,-1566734690.8353
1780768800000,11921285.0508,13904043.8568,-1568717449.6413
1780772400000,7437140.2386,5648056.955,-1566928366.3577
1780776000000,6641228.3582,10718114.6013,-1571005252.6008
1780779600000,7002768.7922,6058108.2818,-1570060592.0904
1780783200000,8194621.573,7464309.1657,-1569330279.6831
1780786800000,11152045.0824,8693977.1444,-1566872211.7451
1780790400000,6827890.7183,6274126.2963,-1566318447.3231
1780794000000,20377028.6942,16145366.8905,-1562086785.5194
1780797600000,10670324.8869,9643666.9831,-1561060127.6156
1780801200000,11003067.3209,9138702.8756,-1559195763.1703
1780804800000,10471759.637,9450703.4981,-1558174707.0314
1780808400000,16153449.2543,13592901.0633,-1555614158.8404
1780812000000,27904777.9,28847811.963,-1556557192.9034
1780815600000,21429890.346,14390932.1499,-1549518234.7073
1780819200000,26334635.5051,17689820.191,-1540873419.3932
1780822800000,18562766.7029,20113735.7681,-1542424388.4584
1780826400000,8933843.9727,17561417.3041,-1551051961.7898
1780830000000,9364627.4849,11599096.0352,-1553286430.3401
1780833600000,18960897.231,22404892.7175,-1556730425.8266
1780837200000,7192901.269,9329105.2585,-1558866629.8161
1780840800000,15778749.0796,22099630.969,-1565187511.7055
1780844400000,10747053.7436,11962484.9972,-1566402942.9591
1780848000000,9667030.6323,12247838.7297,-1568983751.0565
1780851600000,13886917.9144,13568747.2761,-1568665580.4182
1780855200000,4657888.054,5310615.8806,-1569318308.2448
1780858800000,16663192.8056,21811067.3638,-1574466182.803
1780862400000,8820099.8743,8944462.0373,-1574590544.966
1780866000000,6637837.9226,5242213.6932,-1573194920.7366
1780869600000,51348564.7324,49923072.1042,-1571769428.1084
1780873200000,20044083.2085,15944511.1642,-1567669856.0641
1780876800000,23286577.8987,25013309.3576,-1569396587.523
1780880400000,17780594.7905,21607288.2982,-1573223281.0307
1780884000000,9750068.3614,10985508.797,-1574458721.4663
1780887600000,7630833.0801,9717185.3023,-1576545073.6885
1780891200000,12835069.595,18796220.1754,-1582506224.2689
1780894800000,11671392.0156,17030666.4561,-1587865498.7094
1780898400000,11997233.5509,10202783.7009,-1586071048.8594
1780902000000,22335754.3247,17778410.2254,-1581513704.7601
1780905600000,12979121.1277,17213069.7204,-1585747653.3528
1780909200000,220096.7519,127437.8089,-1585654994.4098
1780912800000,9201466.8264,10463125.6658,-1586916653.2492
1780916400000,23034230.7882,19527642.8827,-1583410065.3437
1780920000000,28828231.0375,22436960.3646,-1577018794.6708
1780923600000,33911316.1441,14754996.0223,-1557862474.549
1780927200000,36432514.9457,23231573.0661,-1544661532.6694
1780930800000,23461159.922,21377333.704,-1542577706.4514
1780934400000,16675793.5683,20031574.6664,-1545933487.5495
1780938000000,16008910.9676,14162481.5815,-1544087058.1634
1780941600000,9954763.1486,10613998.722,-1544746293.7368
1780945200000,16211912.607,17821159.2082,-1546355540.338
1780948800000,9500760.862,8596495.216,-1545451274.692
1780952400000,18674659.2259,13807870.3171,-1540584485.7832
1780956000000,8625863.7722,9710845.9785,-1541669467.9895
1780959600000,12055074.9931,13804739.8854,-1543419132.8818
1780963200000,18078434.4106,28793168.5212,-1554133866.9924
1780966800000,2093579.1391,2994207.1712,-1555034495.0245
1780970400000,6892266.018,17946494.8185,-1566088723.825
1780974000000,5980736.5214,8422489.7422,-1568530477.0458
1780977600000,16570967.9316,12990753.7672,-1564950262.8814
1780981200000,9950970.8546,7641218.8007,-1562640510.8275
1780984800000,10260010.5167,10371405.481,-1562751905.7918
1780988400000,8834756.1535,16804934.7927,-1570722084.431
1780992000000,9347727.8619,12380140.4046,-1573754496.9737
1780995600000,7589444.5104,9043527.6478,-1575208580.1111
1780999200000,7284136.1078,6448415.5712,-1574372859.5745
1781002800000,4997103.5812,7575997.8885,-1576951753.8818
1781006400000,12330852.1703,13173522.3662,-1577794424.0777
1781010000000,15140168.4535,22139672.4533,-1584793928.0775
1781013600000,32541811.0216,39039305.0789,-1591291422.1348
1781017200000,20464124.678,24489631.2464,-1595316928.7032
1781020800000,27891706.5494,30644863.0718,-1598070085.2256
1781024400000,16436749.2127,15880794.9289,-1597514130.9418
1781028000000,10053260.2444,9619674.9335,-1597080545.6309
1781031600000,10823813.5319,11904704.7959,-1598161436.8949
1781035200000,7796057.797,5302029.0544,-1595667408.1523
1781038800000,4774550.0594,6141535.3803,-1597034393.4732
1781042400000,4852245.0097,6058409.3987,-1598240557.8622
1781046000000,7769676.8202,10244014.2419,-1600714895.2839
1781049600000,6717207.1214,6582397.9777,-1600580086.1402
1781053200000,5906199.0353,5871367.869,-1600545254.9739
1781056800000,5696935.605,7668522.8657,-1602516842.2346
1781060400000,3980547.4069,3219407.4998,-1601755702.3275
1781064000000,3475208.8098,3972771.6243,-1602253265.142
1781067600000,4759670.4468,8200971.9515,-1605694566.6467
1781071200000,7779005.3345,5256038.9648,-1603171600.277
1781074800000,6624891.8408,6509570.8661,-1603056279.3023
1781078400000,10542006.4796,13451583.8289,-1605965856.6516
1781082000000,10363249.7128,9982931.9259,-1605585538.8647
1781085600000,4454236.0953,4414671.3857,-1605545974.1551
1781089200000,13729011.9501,14981179.9894,-1606798142.1944
1781092800000,19107562.7338,14438484.2098,-1602129063.6704
1781096400000,20056877.1188,15833227.8692,-1597905414.4208
1781100000000,13208393.5148,12379993.9575,-1597077014.8635
1781103600000,17436481.347,16852104.1579,-1596492637.6744
1781107200000,14392982.4017,13916768.0415,-1596016423.3142
1781110800000,15223975.9822,17158094.4558,-1597950541.7878
1781114400000,8989255.0389,8262239.0246,-1597223525.7735
1781118000000,5884119.8991,6441744.8361,-1597781150.7105
1781121600000,7034758.4518,6809356.9911,-1597555749.2498
1781125200000,9806523.8144,14930570.6356,-1602679796.071
1781128800000,10471751.5386,11455728.2003,-1603663772.7327
1781132400000,9325081.3505,9306577.3416,-1603645268.7238
1781136000000,7472990.6037,5105616.9465,-1601277895.0666
1781139600000,6560917.4514,5047872.638,-1599764850.2532
1781143200000,5213042.9986,4467249.6121,-1599019056.8667
1781146800000,13042954.7511,8951755.1413,-1594927857.2569
1781150400000,5419497.3871,5971886.4369,-1595480246.3067
1781154000000,6652071.5692,6513102.2211,-1595341276.9586
1781157600000,13629467.475,13264192.4325,-1594976001.9161
1781161200000,4291695.7521,4774792.6139,-1595459098.7779
1781164800000,6158688.0145,6488841.001,-1595789251.7644
1781168400000,3928791.5968,4226911.6433,-1596087371.8109
1781172000000,5487589.8604,5491251.1846,-1596091033.1351
1781175600000,11404593.3477,7318972.1903,-1592005411.9777
1781179200000,16777094.3185,16668491.4355,-1591896809.0947
1781182800000,8588539.4503,9884419.6668,-1593192689.3112
1781186400000,11191531.935,10581520.6666,-1592582678.0428
1781190000000,9417897.5352,8960081.4821,-1592124861.9897
1781193600000,6301727.7485,6305871.1042,-1592129005.3454
1781197200000,40321737.2881,36065841.4794,-1587873109.5367
1781200800000,15757256.3278,13667115.4518,-1585782968.6607
1781204400000,12118001.2974,11933359.5281,-1585598326.8914
1781208000000,9151200.4751,10053684.8588,-1586500811.2751
1781211600000,8596702.2419,5347805.6191,-1583251914.6523
1781215200000,8772115.6906,4578796.7953,-1579058595.757
1781218800000,5816814.9573,5057760.7841,-1578299541.5838
