time,agg_taker_buy_vol,agg_taker_sell_vol,cum_vol_delta
1780531200000,63906884.2094,69061795.168,-2005145106.2266
1780534800000,67675623.4928,88352725.6762,-2025822208.41
1780538400000,130115633.35,157160757.7648,-2052867332.8248
1780542000000,77933569.8807,57886668.3809,-2032820431.325
1780545600000,32398021.4705,34165630.9926,-2034588040.8471
1780549200000,57360613.4045,59477531.8395,-2036704959.2821
1780552800000,34803656.3456,33854432.7193,-2035755735.6558
1780556400000,39842719.4258,41263786.2842,-2037176802.5142
1780560000000,44496189.3725,48729429.1203,-2041410042.262
1780563600000,66769269.4071,71574499.7539,-2046215272.6088
1780567200000,70373980.5108,90812464.063,-2066653756.161
1780570800000,48568543.6842,58326766.4547,-2076411978.9315
1780574400000,75195305.4723,59758786.8468,-2060975460.306
1780578000000,63521177.2319,63861790.5855,-2061316073.6596
1780581600000,44505190.3437,48794758.9316,-2065605642.2475
1780585200000,40652848.8351,38553431.7956,-2063506225.208
1780588800000,27776230.1233,30580547.5914,-2066310542.6761
1780592400000,35712349.1422,38175510.5549,-2068773704.0888
1780596000000,36964622.5841,30074370.7146,-2061883452.2193
1780599600000,27240469.1797,24556276.4239,-2059199259.4635
1780603200000,18877529.5273,22492293.141,-2062814023.0772
1780606800000,26227196.4656,27852427.3006,-2064439253.9122
1780610400000,36847726.3471,36461953.2572,-2064053480.8223
1780614000000,22662441.0744,21588558.1491,-2062979597.897
1780617600000,24618714.2219,29534574.4989,-2067895458.174
1780621200000,42801293.9175,51077812.6888,-2076171976.9453
1780624800000,58736463.4703,61362225.3426,-2078797738.8176
1780628400000,49801768.3968,51171070.146,-2080167040.5668
1780632000000,51043596.972,60205599.7062,-2089329043.301
1780635600000,122301686.5747,157219997.8459,-2124247354.5722
1780639200000,235338550.7355,228420814.0093,-2117329617.846
1780642800000,140794225.0218,119063749.5619,-2095599142.3861
1780646400000,53718354.1717,56463093.2306,-2098343881.445
1780650000000,60547558.4002,47896904.1566,-2085693227.2014
1780653600000,35726333.9317,41691958.0046,-2091658851.2743
1780657200000,42732260.4685,45949170.4354,-2094875761.2412
1780660800000,76309749.2993,79858161.4141,-2098424173.356
1780664400000,115175347.093,131331335.4161,-2114580161.6791
1780668000000,271302545.782,297771592.3982,-2141049208.2953
1780671600000,141796103.822,152026322.5985,-2151279427.0718
1780675200000,180226354.6313,178420228.5732,-2149473301.0137
1780678800000,59686968.3487,63156874.4712,-2152943207.1362
1780682400000,104642557.1603,106506746.0068,-2154807395.9827
1780686000000,108880710.2849,102288884.6047,-2148215570.3025
1780689600000,93750571.9968,78438970.551,-2132903968.8567
1780693200000,65611356.6744,60551060.8514,-2127843673.0337
1780696800000,49300271.2196,51409540.0125,-2129952941.8266
1780700400000,52008961.6507,56556466.2201,-2134500446.396
1780704000000,25355218.1822,25846249.8402,-2134991478.054
1780707600000,17665150.6446,20759906.2768,-2138086233.6862
1780711200000,27244964.5703,29032581.1747,-2139873850.2906
1780714800000,27292681.3664,33563304.828,-2146144473.7522
1780718400000,92240093.5722,112531791.2887,-2166436171.4687
1780722000000,93894091.5692,95536701.5117,-2168078781.4112
1780725600000,54462600.4097,70758363.8335,-2184374544.835
1780729200000,42842725.0217,39342848.0405,-2180874667.8538
1780732800000,34281943.0444,31201898.89,-2177794623.6994
1780736400000,26228967.9406,32035381.2259,-2183601036.9847
1780740000000,59471059.4135,70473746.8992,-2194603724.4704
1780743600000,34600087.2397,25545128.3415,-2185548765.5722
1780747200000,40631610.4065,31662521.6211,-2176579676.7868
1780750800000,31572041.7948,39163670.3102,-2184171305.3022
1780754400000,26120441.4166,34259715.9236,-2192310579.8092
1780758000000,33159396.8094,31043337.521,-2190194520.5208
1780761600000,25455432.2954,20720994.0177,-2185460082.2431
1780765200000,30360669.3804,35688217.6678,-2190787630.5305
1780768800000,27359634.7168,27262366.0929,-2190690361.9066
1780772400000,13941644.7359,12048262.3702,-2188796979.5409
1780776000000,13597978.0006,18876244.5702,-2194075246.1105
1780779600000,12620710.8298,11280675.7083,-2192735210.989
1780783200000,16236833.8537,13969930.2897,-2190468307.425
1780786800000,19752204.3564,15525621.5287,-2186241724.5973
1780790400000,12511747.7519,13044358.8546,-2186774335.7
1780794000000,43993932.1902,34076618.8013,-2176857022.3111
1780797600000,21013725.1285,18218219.2969,-2174061516.4795
1780801200000,21182493.9278,17078092.3808,-2169957114.9325
1780804800000,16681867.1266,16190313.3331,-2169465561.139
1780808400000,32958938.2571,26823563.0034,-2163330185.8853
1780812000000,52110357.1218,53664303.5274,-2164884132.2909
1780815600000,34564011.8639,26173731.1534,-2156493851.5804
1780819200000,63157548.5254,42700469.2597,-2136036772.3147
1780822800000,40266067.7144,36872575.3415,-2132643279.9418
1780826400000,25883230.9266,30369408.9726,-2137129457.9878
1780830000000,24275322.81,23271611.4764,-2136125746.6542
1780833600000,43117267.2843,46984661.2424,-2139993140.6123
1780837200000,16424136.3048,17444537.5453,-2141013541.8528
1780840800000,28434234.1611,32615442.1563,-2145194749.848
1780844400000,19171347.971,19680444.2595,-2145703846.1365
1780848000000,17635216.6221,19236021.7707,-2147304651.2851
1780851600000,23455002.6703,21206262.9767,-2145055911.5915
1780855200000,8605248.0264,9535525.6574,-2145986189.2225
1780858800000,41460950.1575,43261676.1762,-2147786915.2412
1780862400000,16859888.5963,14987846.1239,-2145914872.7688
1780866000000,12027457.1053,8814035.3738,-2142701451.0373
1780869600000,118764291.697,116695913.7948,-2140633073.1351
1780873200000,35838140.2609,30102594.4802,-2134897527.3544
1780876800000,49769210.1408,46401825.5705,-2131530142.7841
1780880400000,43864911.6902,46681352.0163,-2134346583.1102
1780884000000,25993499.1754,25939081.5551,-2134292165.4899
1780887600000,19173580.4889,22802663.8007,-2137921248.8017
1780891200000,28420539.351,43175066.8814,-2152675776.3321
1780894800000,29059141.7215,36290521.2337,-2159907155.8443
1780898400000,27556597.9463,20569733.8312,-2152920291.7292
1780902000000,38520175.4034,30042647.89,-2144442764.2158
1780905600000,22328927.3347,31477507.324,-2153591344.2051
1780909200000,292945.2907,161280.5227,-2153459679.4371
1780912800000,19945528.278,23216387.0864,-2156730538.2455
1780916400000,50344647.6303,43230365.9194,-2149616256.5346
1780920000000,61126589.8026,54006860.1018,-2142496526.8338
1780923600000,51262721.6016,31954427.4912,-2123188232.7234
1780927200000,55994099.8526,41977561.2277,-2109171694.0985
1780930800000,46853633.7974,44592777.5796,-2106910837.8807
1780934400000,32796504.0252,37089038.2414,-2111203372.0969
1780938000000,31750549.845,28930272.3896,-2108383094.6415
1780941600000,18352326.955,17698704.0731,-2107729471.7596
1780945200000,30391305.484,31079210.8001,-2108417377.0757
1780948800000,19706336.9657,17252025.0137,-2105963065.1237
1780952400000,36772632.5457,25556626.5353,-2094747059.1133
1780956000000,19152909.0571,19552301.8432,-2095146451.8994
1780959600000,21971553.572,25724670.7014,-2098899569.0288
1780963200000,45436437.7716,61055682.1475,-2114518813.4047
1780966800000,7770188.763,7915480.3956,-2114664105.0373
1780970400000,17574059.6862,28795551.0339,-2125885596.385
1780974000000,14451218.2874,15009697.0324,-2126444075.13
1780977600000,42054710.8953,29475602.2941,-2113864966.5288
1780981200000,18856221.2209,16516078.5061,-2111524823.814
1780984800000,19931619.4225,19712239.592,-2111305443.9835
1780988400000,20634546.49,34507618.2532,-2125178515.7467
1780992000000,27683966.2651,39718376.3804,-2137212925.862
1780995600000,18756346.1472,24658087.7228,-2143114667.4376
1780999200000,16740559.2716,13670942.4544,-2140045050.6204
1781002800000,13063594.4566,14694267.3304,-2141675723.4942
1781006400000,29732819.9257,26139518.7584,-2138082422.3269
1781010000000,34262991.2472,47441674.3749,-2151261105.4546
1781013600000,73880573.5018,91852510.0006,-2169233041.9534
1781017200000,36475576.8037,42012897.9483,-2174770363.098
1781020800000,54396709.151,59539183.1168,-2179912837.0638
1781024400000,31388744.3694,29299782.5367,-2177823875.2311
1781028000000,19877500.0119,17924583.0815,-2175870958.3007
1781031600000,20861760.9917,20996494.7493,-2176005692.0583
1781035200000,15055173.499,11089291.8207,-2172039810.38
1781038800000,9550805.6608,12381772.7981,-2174870777.5173
1781042400000,9232342.3002,12037807.667,-2177676242.8841
1781046000000,12851398.6113,16732048.7985,-2181556893.0713
1781049600000,16623402.8984,15132756.5852,-2180066246.7581
1781053200000,14793626.3406,14791222.3905,-2180063842.808
1781056800000,15786719.9924,20104583.9984,-2184381706.814
1781060400000,10208485.7751,8216120.6921,-2182389341.731
1781064000000,8262742.0828,9640709.3537,-2183767309.0019
1781067600000,15480242.8724,17409526.7068,-2185696592.8363
1781071200000,13761911.2365,10158725.4929,-2182093407.0927
1781074800000,15917818.1246,12477689.6683,-2178653278.6364
1781078400000,22979922.2595,29532658.1276,-2185206014.5045
1781082000000,22903860.804,23532485.3057,-2185834639.0062
1781085600000,13066293.8503,11471707.3556,-2184240052.5115
1781089200000,28229761.0451,31782374.1859,-2187792665.6523
1781092800000,43348118.4575,37239236.4536,-2181683783.6484
1781096400000,46042834.5325,36493858.5615,-2172134807.6774
1781100000000,32976301.8028,31113181.0555,-2170271686.9301
1781103600000,41100750.4323,44088680.2403,-2173259616.7381
1781107200000,28474178.5761,31449472.0952,-2176234910.2572
1781110800000,32896315.023,34788265.773,-2178126861.0072
1781114400000,19393448.6479,19230083.458,-2177963495.8173
1781118000000,16047823.7008,16253025.6025,-2178168697.719
1781121600000,15640634.2518,15003917.9056,-2177531981.3728
1781125200000,22763642.0482,34524286.1173,-2189292625.4419
1781128800000,24293250.6194,24395264.4795,-2189394639.302
1781132400000,18912825.8295,18418231.7706,-2188900045.2431
1781136000000,17527901.6055,13424403.8675,-2184796547.5051
1781139600000,18479504.8526,13391242.1388,-2179708284.7913
1781143200000,21842049.4315,20780417.1608,-2178646652.5206
1781146800000,29778089.7541,22337537.8138,-2171206100.5803
1781150400000,12008689.8157,13970404.8323,-2173167815.5969
1781154000000,11521217.1934,13927885.5762,-2175574483.9797
1781157600000,28111124.3922,28002944.5893,-2175466304.1768
1781161200000,11146078.1076,11011738.0348,-2175331964.104
1781164800000,14162515.8396,14285249.9114,-2175454698.1758
1781168400000,10630674.4466,11122736.9309,-2175946760.6601
1781172000000,11682855.1787,11141319.4263,-2175405224.9077
1781175600000,24507792.804,18617449.277,-2169514881.3807
1781179200000,40842145.5421,40004497.8842,-2168677233.7228
1781182800000,21806913.2296,21484879.4176,-2168355199.9108
1781186400000,27562027.5347,24479669.478,-2165272841.8541
1781190000000,20846766.272,19583574.5427,-2164009650.1248
1781193600000,14781951.9222,14531226.1435,-2163758924.3461
1781197200000,81223133.1207,83820546.4908,-2166356337.7162
1781200800000,40683169.6407,30805651.8534,-2156478819.9289
1781204400000,25765817.1714,25797591.3528,-2156510594.1103
1781208000000,20445089.2386,20724660.2284,-2156790165.1001
1781211600000,14330149.7232,10583133.2461,-2153043148.623
1781215200000,15735914.6663,10934682.7722,-2148241916.7289
1781218800000,14169440.5647,12580988.1579,-2146653464.3221
